,reads,writes
0,0.0026899427324074488,0.005797349045062218
1,0.0032739895282815896,0.005621276840945972
2,0.004513047159751079,0.00631897621951151
3,0.0051928451872721455,0.0030611308216766026
4,0.004286870345070519,0.005570920134111903
5,0.003895348216561731,0.008891050833266734
6,0.002904307056958348,0.005039276803436671
7,0.004890976901836472,0.004757331974127908
8,0.0037028250326429867,0.006152777927848907
9,0.003600935660555315,0.003781218055101879
10,0.005121485175839758,0.00414828124119906
11,0.0030408400230378255,0.0035456355257407124
12,0.004517476006019429,0.003874786723559112
13,0.005029550222333128,0.004381302344022934
14,0.006193698798412249,0.006387974592088501
15,0.0019186774133002466,0.005326421885064763
16,0.002905726538143307,0.0032533323127482234
17,0.002919888941470595,0.0035049539853639123
18,0.0030799559056856555,0.004284538170070372
19,0.004444219190793588,0.005086661651539664
20,0.0029907420332119083,0.004654594165181274
21,0.003080123585357774,0.005876325850505678
22,0.0043806475027290594,0.0044538094806069175
23,0.0033638820927094706,0.005278384655230834
24,0.003795062530164265,0.005072849329485707
25,0.0027417468782470304,0.005122137010941723
26,0.004921936458584942,0.0032358947910025838
27,0.005190691662822718,0.006714145573945846
28,0.004162962927146606,0.00703626431106249
29,0.0019338691798938055,0.0035569759945686544
30,0.0038443291717101128,0.007077924510977277
31,0.004878813413291044,0.003851742872926537
32,0.003947927163606172,0.005883284103428023
33,0.004437461338890433,0.005230867087024618
34,0.004530987834431949,0.006669793007493422
35,0.003982255165051199,0.007283447349246847
36,0.003465610733247663,0.006715299064719179
37,0.0031979939662329184,0.004972106289430525
38,0.004009886067543472,0.005666355896490438
39,0.003387586930890728,0.005602282823438154
40,0.004446350180573751,0.007177803915015539
41,0.005831446334146803,0.005604923555032606
42,0.004520273469639699,0.008011570756911699
43,0.0034672824837401624,0.002656629379303639
44,0.003646690306243058,0.0038664848390046
45,0.003807839703242978,0.008774540908102865
46,0.003436878791354272,0.004038467996311755
47,0.003614321286204612,0.006495032401335369
48,0.0050456497384417836,0.005452252308021982
49,0.004119320624491512,0.004332374399053496
50,0.005421622352703125,0.0011383498019639686
51,0.0031336267490791637,0.004590892459402702
52,0.004503657687790561,0.0051727662335846495
53,0.0038284705565900883,0.004551754241178736
54,0.0047983340764581875,0.0058667514232785874
55,0.003686529274880879,0.008637446908432584
56,0.0029290966664322457,0.004859533343387668
57,0.0034831626328885603,0.007640182332087296
58,0.0033701969322860997,0.006007814568722871
59,0.005034862189915817,0.006615364960775575
60,0.004206709714598445,0.006879575435016784
61,0.004701314578646661,0.005872922434141216
62,0.0038407036984071737,0.003566800785482498
63,0.003383749033651093,0.0052759071962497055
64,0.0036586588348916263,0.0064707964413681955
65,0.00436812096160474,0.006012037654920445
66,0.004008618179265156,0.006514230754655529
67,0.004994005416828006,0.005008109920795628
68,0.003124573365860408,0.0048545482787934
69,0.004050799663014129,0.004006689142720207
70,0.004500727085381672,0.003662824659313095
71,0.0037467988981785736,0.003079187351389332
72,0.004676017411877542,0.006348985861972358
73,0.0026378773005844595,0.005362537867800174
74,0.005307744405507554,0.0034686635289099743
75,0.005829845517900868,0.0025249531743317573
76,0.004760486249092812,0.0022590342685641284
77,0.005675097179576095,0.003991864416227227
78,0.004238174402503414,0.003308028300765391
79,0.005706101858221693,0.005209362657904919
80,0.0027180310589398305,0.007607669912401454
81,0.0023500784326338973,0.005763170365569982
82,0.0059498298012525585,0.00498718492482957
83,0.004493816916798027,0.006136677003075662
84,0.004126607718734115,0.003967646765245929
85,0.004577036764557168,0.008421363562330185
86,0.0037003228584516993,0.005094316896008782
87,0.002239538114952807,0.0036472684313010525
88,0.0033772626856593325,0.004472293414674295
89,0.005353115842575546,0.005764363503961234
90,0.0037089131489254357,0.005587007670854316
91,0.004993023500967131,0.005465628135203703
92,0.004400711286519785,0.005261857652872446
93,0.004692274426028843,0.005640671759259246
94,0.004124182824495073,0.005049664702754599
95,0.0038737902299806086,0.005326079176461535
96,0.0046628018334748745,0.005782167782395192
97,0.002376481787414883,0.004088408764485717
98,0.0026782197602657864,0.005420758116922337
99,0.0031574781177430983,0.004585701335626764
100,0.0043540053818307434,0.00385120811548514
101,0.005091404384864831,0.004161882312629623
102,0.0030034061622934154,0.005908743757562572
103,0.004269762138926747,0.005504747509649568
104,0.004352254071488917,0.006070577300237982
105,0.003299223918068364,0.007628259507643689
106,0.004793657550006682,0.006167350488105746
107,0.0029753671474063315,0.0046536276176981795
108,0.0038620326122764644,0.0041034690242216
109,0.006423158983423509,0.0054614752871208925
110,0.005331878982768423,0.006462151163220323
111,0.004157683109758855,0.004757945336424214
112,0.0026937855921382835,0.0014170616919431975
113,0.004320711945089936,0.005462634802348329
114,0.0028968015267565976,0.003854927035283509
115,0.0023464812138250858,0.00746335141599099
116,0.0044788840042112995,0.0021215993181497995
117,0.0015296661484104895,0.0044301088180997
118,0.004222192495711435,0.0058037593204200415
119,0.0027788932159653074,0.003866712982784074
120,0.0040734110640951,0.004705004647167007
121,0.004128749633700568,0.006225810767985622
122,0.0038677242538099096,0.004780761007404038
123,0.004105045427152453,0.0038243989926125357
124,0.004902113224139447,0.004219613586331138
125,0.0032982187620539216,0.005502721600088763
126,0.0045558814733518485,0.0034336862688783953
127,0.0034122036213410996,0.0025428372089035087
128,0.004800314568995434,0.003982367384269529
129,0.005034809689144552,0.007382919675037423
130,0.004551374263783748,0.004284192794065852
131,0.004174277813233294,0.00424778064428987
132,0.0046948871773495465,0.00449655670104451
133,0.0033574211152151093,0.005274636381010334
134,0.00368760595467138,0.006591921471943568
135,0.004674178799525986,0.00621684415960825
136,0.003474543834994794,0.002348212875297605
137,0.004762660100242633,0.00398381462339429
138,0.003756344244031769,0.0069589160578623875
139,0.004697219856825282,0.002051141571898677
140,0.004406443144067279,0.0023166707867442967
141,0.002557790127948175,0.007295394282312389
142,0.003132367398784315,0.004091623866443732
143,0.0036333813921248957,0.004965592922272255
144,0.0035522329137515243,0.004945016445683026
145,0.0037768718167985717,0.003722093002760529
146,0.00469152725858576,0.0047165979862773925
147,0.003460992062103248,0.005866205426105331
148,0.0037164530501942383,0.005163670897455136
149,0.0054769259403474714,0.003469137923691338
150,0.002019646864572601,0.0052719254543139435
151,0.003003660873048373,0.006133915062149339
152,0.0038539252549327483,0.0035303780580266935
153,0.0020888763739953194,0.006223766691014654
154,0.0038708014282417295,0.004509361553057416
155,0.00428854295005938,0.004174075576354685
156,0.0037298197747175567,0.006035888499697748
157,0.0051338187320456264,0.00851901378054246
158,0.0032751326992700594,0.005946553000894198
159,0.004355463983365825,0.005990558657644156
160,0.003949401730123156,0.0051910662059371
161,0.0037280147297203982,0.002561954823450082
162,0.0050354235124957765,0.0031965258828275758
163,0.0035639584930353446,0.003492548230648453
164,0.0036973552184107303,0.005604583031130815
165,0.003798404289902031,0.003612082112918272
166,0.002608127971578369,0.0025511112659226086
167,0.003582457441413515,0.00555059823533178
168,0.005279346352012016,0.003679531249585627
169,0.003752866224276897,0.003779149144441758
170,0.006244562122038628,0.003591809153544627
171,0.0036725156033317647,0.003408141585290035
172,0.006536519761211643,0.008005720938175281
173,0.004741556956098377,0.00354493662679406
174,0.002937619079107322,0.005283208476885937
175,0.002951960301906085,0.005855008319976774
176,0.0061852433549089,0.006338289869401209
177,0.004499506467421176,0.0019059718030110919
178,0.0026069751573319397,0.0034646824000022494
179,0.005075283537420439,0.0065172980086947085
180,0.004209630904869605,0.004196400063801166
181,0.00533118125247402,0.007482594079084784
182,0.0043173255612111395,0.0027548735719395805
183,0.0038503742710412313,0.0034464362844861393
184,0.004043075354942425,0.0005379254856688869
185,0.0031545995914971816,0.006703775822309013
186,0.004344267500631533,0.00214976003924037
187,0.0028268009990891057,0.004150544471846541
188,0.002609894587850718,0.007777397132890059
189,0.004366568294488568,0.003333841511572802
190,0.0038934039007140985,0.005019550972242726
191,0.003691707752202975,0.006473305527249935
192,0.006217105729145364,0.0026525386972113337
193,0.004431578514539101,0.0051847244270992
194,0.0043673487104371085,0.004599464799465536
195,0.0027084270730631564,0.0033335259781436047
196,0.003292606942043966,0.00679017987320733
197,0.003250634716714822,0.00471555703931018
198,0.003172074473689908,0.0033907199743299452
199,0.0028770060698342778,0.00569380859528817
200,0.005956990464386379,0.006014567291275693
201,0.004453670622873854,0.0038052331444672375
202,0.005104223745111378,0.004333830476858453
203,0.0030020387372463138,0.0045960223149819155
204,0.0022059671993321242,0.0053956895208193065
205,0.002493997681871447,0.006962531786876003
206,0.004620403475074437,0.00675976925087812
207,0.0038898410675022835,0.003330126756598755
208,0.0046777930607676925,0.003828925467567465
209,0.0018562054475290569,0.005893229423851196
210,0.0037906365723726163,0.0033216051552459273
211,0.003929430707061014,0.004530231705752144
212,0.003843043018079212,0.0038652982476121813
213,0.0034559604647307262,0.006611437012408834
214,0.004625014313306001,0.0021094828328665108
215,0.001984541800946805,0.004931853266584322
216,0.003972168543845429,0.005973444088687088
217,0.00384489579804131,0.004695383355620378
218,0.0022351878051284184,0.007363905273429918
219,0.004994236521211006,0.004381945006118108
220,0.003577276297380527,0.002829179188064386
221,0.003936210567352168,0.00397333104503307
222,0.0030842075241524916,0.004139748676980449
223,0.004162337285125968,0.0057089966565071135
224,0.002943250994967698,0.00580026455208277
225,0.00508941953085066,0.004889557506306537
226,0.004122746147737486,0.00551108774082061
227,0.0038521312641971216,0.0075668842340969305
228,0.004945199157243331,0.006917815160116665
229,0.003880174274132569,0.006333902075189664
230,0.004378862503946951,0.0043331080823352155
231,0.005880837105943706,0.0035109954896820764
232,0.0013729206326267068,0.005592723400737671
233,0.0044628075228702515,0.003362625221572376
234,0.005181703255336114,0.005544686427088193
235,0.006071208455111174,0.003794970983839253
236,0.0035670912348627283,0.0043063388648876535
237,0.0034275518937448733,0.005002324075829474
238,0.0030048109419466788,0.004210576908944099
239,0.0036947133878960613,0.0036657076937001067
240,0.004398540678645296,0.0034616953856705154
241,0.0037901191848925984,0.005239377139358214
242,0.004975426928017942,0.004368044744752754
243,0.0027826706056132315,0.006282185546128211
244,0.0033739757708278785,0.004441196204595555
245,0.0023911156576410303,0.0030546778926913887
246,0.005659087498563303,0.003090095037245685
247,0.002716673584261949,0.004859566297374388
248,0.004949553886629297,0.004545159054371631
249,0.003999301671881921,0.007473379806883907
250,0.004144445543151949,0.006013398940489011
251,0.002840510875408554,0.005216736390373471
252,0.0035753168936080272,0.004019797271073494
253,0.003196082772640863,0.004141760499843593
254,0.003064916993662624,0.002459331104473325
255,0.0028453687480939896,0.003179890665950435
256,0.004340459682249908,0.00539237065092678
257,0.004591426452599566,0.006057609570629207
258,0.0030219658604138224,0.004797359712616826
259,0.004043883863436829,0.00552356027986046
260,0.0033529830158723715,0.004148170006205866
261,0.004786561374791768,0.004535030608792889
262,0.003848106496141098,0.005726022648652338
263,0.004693631912457617,0.0031459605951083304
264,0.004156704815384444,0.005467699459498437
265,0.006227824669131174,0.006401889258811196
266,0.004402707583230515,0.004995735660708751
267,0.003371903553277693,0.0061795163860503145
268,0.0036926677311120847,0.0044142741313172645
269,0.0034395550184068706,0.005885691863522422
270,0.0052491524269281855,0.0054317276108305475
271,0.004271130040137147,0.005289918187789999
272,0.00384730107948197,0.0066269522868047034
273,0.003854039740162762,0.0054045707013364065
274,0.0047258517039907915,0.004982490911785582
275,0.002735210287045004,0.005191428182565276
276,0.004818738941028188,0.005985025131765155
277,0.004124158413019312,0.0037931830082758387
278,0.0033070461402813596,0.00467117054915354
279,0.0026113258727639694,0.006202400036656298
280,0.002775415713029283,0.005579730365152825
281,0.0028426844378899334,0.002793867525120216
282,0.003700860086781222,0.004436563513205407
283,0.006558223094564914,0.0023337825834035607
284,0.005301890100012795,0.002603890078123007
285,0.0044361464313256846,0.005854777017423835
286,0.005123098873715407,0.0048932150698339835
287,0.005457305720029094,0.008393238140071662
288,0.003816082106669949,0.003249734342923863
289,0.004443868288560818,0.004443288354501224
290,0.0034710303072442465,0.004281617374485802
291,0.001844999407652208,0.0016946301733798568
292,0.002768562666323797,0.006648396142577256
293,0.00421717506354807,0.002981081015073178
294,0.0035246288074745904,0.0021777952837511525
